UUID_v4,repo,location,path,translation_needed,type,english,translation,Icelandic,context,key,delim,emoji,formating_exists
c28a8335-6533-41e1-970d-4c92a8e15a25,sendgrid_templates,,,yes,email,Play the game and support [LANGUAGE NAME],Play the game and support [LANGUAGE NAME],Spila leikinn og styðja við íslenska tungu,Part of instructions in an email template,[[translation:c28a8335-6533-41e1-970d-4c92a8e15a25]],,No,No
c2b441ce-7f73-4664-a51f-067601786e1d,qa-crowdsourcing-app,src/components/atoms/cards/AnswerItem/index.tsx,qa-crowdsourcing-app/src/components/atoms/cards/AnswerItem/index.tsx,yes,text,An answer hasn't been found yet,An answer hasn't been found yet,Ekkert svar fundist enn,Shown to an author of a question and tells them that an answer has not yet been found.,[[translation:c2b441ce-7f73-4664-a51f-067601786e1d]],/,No,No
c2b7cf3e-86f1-431e-bb12-d4b5a89f382c,qa-crowdsourcing-api,src/models/Users/index.ts,qa-crowdsourcing-api/src/models/Users/index.ts,yes,email / subject,[Game Name] | Confirmation Code,[Game Name] | Confirmation Code,Staðfestingarkóði Spurningar.is,This is a subject header for emails sent to users when they need to verify their accoutns during registration,[[translation:c2b7cf3e-86f1-431e-bb12-d4b5a89f382c]],/,No,No
c2bd0aec-d055-41fe-81d8-3ff560c1e534,qa-crowdsourcing-api,src/routes/api/announcement/interface.ts,qa-crowdsourcing-api/src/routes/api/announcements/interface.ts,yes,text,February,February,febrúar,The month,[[translation:c2bd0aec-d055-41fe-81d8-3ff560c1e534]],/,No,No
c35d4988-1f40-401b-88a8-552871a987cd,qa-crowdsourcing-app,src/components/organisms/Game/SelectSpan/index.tsx,qa-crowdsourcing-app/src/components/organisms/Game/SelectSpan/index.tsx,yes,title,No Answer?,No Answer?,Ekkert svar,When a user says that they don't see an answer to a question in a particular paragraph they're prompted with an alert. This is the title / heading for the alert,[[translation:c35d4988-1f40-401b-88a8-552871a987cd]],/,No,No
c3b2e703-6e25-40da-b3d3-c7d2ae4f42fc,qa-crowdsourcing-app,src/components/organisms/Game/GoogleSearch/index.tsx,qa-crowdsourcing-app/src/components/organisms/Game/GoogleSearch/index.tsx,yes,text,Sometimes there just isn't an answer,Sometimes there just isn't an answer,Það gerist af og til að ekkert svar finnst.,This sentence is shown to users when they're having trouble finding an answer via the google search. This is done to comfort the user and let them know its OK so they don't spend too much time on this stage,[[translation:c3b2e703-6e25-40da-b3d3-c7d2ae4f42fc]],/,No,No
c3d4773c-75ad-4240-9657-b5e221c94d74,qa-crowdsourcing-app,src/services/UserLevels/index.ts,qa-crowdsourcing-app/src/services/UserLevels/index.ts,yes,text,Teacher,Teacher,Kennari,This is a name of a particular avatar / user icon. This is a mid-to-high-level avatar,[[translation:c3d4773c-75ad-4240-9657-b5e221c94d74]],/,No,No
c71ca2d5-22ec-4d4d-85f8-799d2860c62f,qa-crowdsourcing-app,,,yes,button,Share,Share,Deila,Share button,[[translation:c71ca2d5-22ec-4d4d-85f8-799d2860c62f]],,No,No
c8cd3722-adf2-4377-8ccd-5676419f9f9b,qa-crowdsourcing-app,src/components/organisms/Game/ReviewQuestion,qa-crowdsourcing-app/src/components/organisms/Game/ReviewQuestion,yes,text,I think the answer should be the same no matter who answers the question or what day of the way it is asked,I think the answer should be the same no matter who answers the question or what day of the way it is asked,"Ég held að svarið sé svipað, sama hvern maður spyr eða hvaða dag vikunnar er spurt.",A statement shown to users when they are reviewing questions. They choose yes or no based on whether they agree with the statement given the question at hand. NOTE: this must be translated so that if the user says 'yes' to this question/prompt then the question is a good question because the answer is not subjective,[[translation:c8cd3722-adf2-4377-8ccd-5676419f9f9b]],/,No,No
c9138e47-8cd5-4804-8d63-aae658f3e2c1,qa-crowdsourcing-app,src/components/molecules/Users/Info/index.tsx,qa-crowdsourcing-app/src/components/molecules/Users/Info/index.tsx,yes,text,on the leaderboard,on the leaderboard,á stigatöflunni,"as in ""#35 on the leaderboard""",[[translation:c9138e47-8cd5-4804-8d63-aae658f3e2c1]],/,No,No
ca3392df-1aab-478c-99f6-1659b7021980,qa-crowdsourcing-app,src/components/organisms/Overlay/LevelProgress/index.tsx,qa-crowdsourcing-app/src/components/organisms/Overlay/LevelProgress/index.tsx,yes,text,progress towards level,progress towards level,að lvl,"as in ""37% progress towards lvl 10""",[[translation:ca3392df-1aab-478c-99f6-1659b7021980]],/,No,No
ca5523c3-7fcb-487c-8e2c-64e992eafefc,qa-crowdsourcing-app,src/routing/index.tsx,qa-crowdsourcing-app/src/routing/index.tsx,yes,button,Play,Play,Spila,A single word used in the bottom tab navigation. This is the button users press to start playing the game,[[translation:ca5523c3-7fcb-487c-8e2c-64e992eafefc]],/,No,No
cc04c157-b887-40f6-8a7a-d0e80b5dbdec,qa-crowdsourcing-app,src/views/ArticleReader/index.tsx,qa-crowdsourcing-app/src/views/ArticleReader/index.tsx,yes,text,Does this paragraph contain the answer?,Does this paragraph contain the answer?,Inniheldur þessi efnsgrein svarið við spurningunni?,A user is shown a question and a paragraph that is supposed to answer the question. This prompt asks the user whether they see the answer or not,[[translation:cc04c157-b887-40f6-8a7a-d0e80b5dbdec]],/,No,No
cc168d22-e389-4b80-8f7d-8039d21e9638,qa-crowdsourcing-app,,,yes,text,You get a prestige token next to your avatar,You get a prestige token next to your avatar,Þú færð merki hjá fígúrunni þinni,When users complete the gaim they are given prestige tokens. In that screen they are given a list (as multiple bullet points) that tells the user what happens after they accept the prestige tokens. This is one of those bullet points.,[[translation:cc168d22-e389-4b80-8f7d-8039d21e9638]],,No,No
cc3d49ac-8663-4480-9b39-8423b498dab9,sendgrid_templates,,,yes,email,Change password,Change password, Breyta lykilorði á aðgangi,A part of an email that's sent to users when they request to reset their password,[[translation:cc3d49ac-8663-4480-9b39-8423b498dab9]],,No,No
ccc9e3dd-39ca-4e0f-a381-3073f06ae8a9,qa-crowdsourcing-api,src/routes/api/announcement/interface.ts,qa-crowdsourcing-api/src/routes/api/announcements/interface.ts,yes,text,August,August,ágúst,The month,[[translation:ccc9e3dd-39ca-4e0f-a381-3073f06ae8a9]],/,No,No
cdba63bc-8764-4360-8f6d-d17b6da0b769,qa-crowdsourcing-app,,,yes,button,Create an account,Create an account,Mig vantar aðgang,Text on the register button when app is opened,[[translation:cdba63bc-8764-4360-8f6d-d17b6da0b769]],x,No,No
d26ce084-2e0c-4fb3-9241-1e2bc0e5e7a6,qa-crowdsourcing-api,src/routes/api/announcement/interface.ts,qa-crowdsourcing-api/src/routes/api/announcements/interface.ts,yes,text,Monday,Monday,mánudag,A day of the week,[[translation:d26ce084-2e0c-4fb3-9241-1e2bc0e5e7a6]],/,No,No
d692f3e6-c4e9-47b4-8fdb-e080669ee68b,qa-crowdsourcing-api,src/models/Questions/index.ts,qa-crowdsourcing-api/src/models/Questions/index.ts,maybe,error,Question must end in a question mark (?),Question must end in a question mark (?),Question must end in question mark,"An error shown to a user when they write a question but don't include ""?"" at the end",[[translation:d692f3e6-c4e9-47b4-8fdb-e080669ee68b]],/,No,No
d6ffe4e3-4a31-44f4-8961-b36d343400c2,qa-crowdsourcing-app,src/views/AuthCode/index.tsx,qa-crowdsourcing-app/src/views/AuthCode/index.tsx,yes,title,Confirmation code,Confirmation code,Staðfestingarkóði,Shown during the screen where users need to confirm their account,[[translation:d6ffe4e3-4a31-44f4-8961-b36d343400c2]],/,No,No
d940ddd4-1050-4d02-8490-f418f094d50e,qa-crowdsourcing-app,,,yes,text,"I also understand that if my contribution violates this pact, I will not have a chance to win any prizes.","I also understand that if my contribution violates this pact, I will not have a chance to win any prizes.",Ég skil einnig að ef mitt framlag brýtur gegn þessu heiðursmannasamkomulagi þá mun ég ekki eiga möguleika á að vinna vinninga.,"Text following the integrity pledge user agrees to before playing. NOTE: If not implementing prizes then change this accordingly. eg: ""I understand that my questions may be removed""",[[translation:d940ddd4-1050-4d02-8490-f418f094d50e]],,No,No
d9e95a1f-d9e9-4f89-8c98-baca4805b55e,qa-crowdsourcing-app,src/components/organisms/Game/WriteQuestion/index.tsx,qa-crowdsourcing-app/src/components/organisms/Game/WriteQuestion/index.tsx,yes,error,The question is too short,The question is too short,Spurningin er ekki nógu löng,Error shown to the user when the question is too short (in terms of characters),[[translation:d9e95a1f-d9e9-4f89-8c98-baca4805b55e]],/,No,No
db56bd2a-3bac-4283-aecf-8ce0e6a0e6b0,sendgrid_templates,,,yes,text,Support [LANGUAGE] in the digital world,Support [LANGUAGE] in the digital world,Auka möguleika þína á að vinna vinninga,A motivational message shown to a user while playing,[[translation:db56bd2a-3bac-4283-aecf-8ce0e6a0e6b0]],,No,No
dde6ca46-20e4-4ee9-b3ef-2fda486360d3,qa-crowdsourcing-app,,,yes,text,Email,Email,Netfang,Text accompanying email text input fields,[[translation:dde6ca46-20e4-4ee9-b3ef-2fda486360d3]],,No,No
de0f29ad-e669-4cc8-94f5-13f37d3a6680,qa-crowdsourcing-app,,,yes,text,My password,My password,Mitt lykilorð,Placeholder text for password input during registration,[[translation:de0f29ad-e669-4cc8-94f5-13f37d3a6680]],,No,No
e27afca3-cc31-481f-9735-df2f9dfd4350,qa-crowdsourcing-api,src/routes/api/announcement/interface.ts,qa-crowdsourcing-api/src/routes/api/announcements/interface.ts,yes,text,January,January,janúar,The month,[[translation:e27afca3-cc31-481f-9735-df2f9dfd4350]],/,No,No
e2f5cedf-b998-4af8-a82d-a1d8cd3bd037,qa-crowdsourcing-api-retag,,,yes,error,Password missing,Password missing,Það vantar lykilorð,Error message that tells the user that they have not filled in the password,[[translation:e2f5cedf-b998-4af8-a82d-a1d8cd3bd037]],,No,No
e455478b-c64c-46c9-a5c0-c88446558008,qa-crowdsourcing-app,,,yes,text,Copied to clipboard!,Copied to clipboard!,Afritun á hlekk tókst,Text letting users know that what they copied was copied to the clipboard,[[translation:e455478b-c64c-46c9-a5c0-c88446558008]],,No,No
e64d9651-83b0-4444-b5b2-5fb2a1428624,qa-crowdsourcing-app,src/components/organisms/Game/GoogleSearch/index.tsx,qa-crowdsourcing-app/src/components/organisms/Game/GoogleSearch/index.tsx,yes,text,"No results, try another search query","No results, try another search query","Ekkert fannst, prófaðu annan leitarstreng",Shown when a google search results are empty,[[translation:e64d9651-83b0-4444-b5b2-5fb2a1428624]],/,No,No
e65b7ce4-027f-4a5f-a821-333a71d1804b,qa-crowdsourcing-app,src/components/organisms/Game/GoogleSearch/index.tsx,qa-crowdsourcing-app/src/components/organisms/Game/GoogleSearch/index.tsx,yes,button,I can't find the answer,I can't find the answer,Ég finn ekki svarið,"A part of a button users can click when they can´t find the answer during a Google Search stage. This allows them to ""fail"" the task",[[translation:e65b7ce4-027f-4a5f-a821-333a71d1804b]],/,No,No
e762e8f0-30b5-4b38-9d0a-d072e85b6d15,qa-crowdsourcing-app,src/components/organisms/Game/Utils/SpanSelector/index.tsx,qa-crowdsourcing-app/src/components/organisms/Game/Utils/SpanSelector/index.tsx,yes,text,Do you want to change the highlighed answer snippet?,Do you want to change the highlighed answer snippet?,Viltu breyta valinu?,Once users have selected an answer span in a paragraph to answer a particular question they are given the option to edit their span if they so choose,[[translation:e762e8f0-30b5-4b38-9d0a-d072e85b6d15]],/,No,No
e7b7d7ef-397a-4f09-a408-16fdabd6a0c4,qa-crowdsourcing-app,,,yes,button,Start playing,Start playing,Hefja leik,"A button telling user, that hasn't started playing (ever), to start playing the game",[[translation:e7b7d7ef-397a-4f09-a408-16fdabd6a0c4]],,No,No
e7d3ddaf-5f0d-42cd-97a8-97bd47bb44e6,qa-crowdsourcing-api,src/models/Users/index.ts,qa-crowdsourcing-api/src/models/Users/index.ts,yes,error,Username missing,Username missing,Það vantar notandanafn,An error shown to a user when they register but do not provide a username,[[translation:e7d3ddaf-5f0d-42cd-97a8-97bd47bb44e6]],/,No,No
e7e5652d-fcd7-40e2-a033-b6d8762ae5d6,qa-crowdsourcing-api-retag,,,yes,notification / text,"In the past 24 hours, the community has found answers to ${answerCount} questions asked by you. See the answers in the app.","In the past 24 hours, the community has found answers to ${answerCount} questions asked by you. See the answers in the app.",Síðastliðinn sólarhring hafa aðrir notendur svarað ${answerCount} spurningum frá þér. Sjáðu svörin í appinu.,Push notification sent to users. Tells them that in the last 24h other users have answered _ many questions you've asked. It then tells the user to open up the app to see the answers,[[translation:e7e5652d-fcd7-40e2-a033-b6d8762ae5d6]],,No,No
e947297f-ca51-49a8-8679-a56b69e43d99,qa-crowdsourcing-api,src/routes/api/announcement/interface.ts,qa-crowdsourcing-api/src/routes/api/announcements/interface.ts,yes,text,November,November,nóvember,The month,[[translation:e947297f-ca51-49a8-8679-a56b69e43d99]],/,No,No
ed3713df-4b8b-447a-b97b-e5b0bc29e399,qa-crowdsourcing-app,src/components/organisms/Game/ReviewAnswer/index.tsx,qa-crowdsourcing-app/src/components/organisms/Game/ReviewAnswer/index.tsx,yes,prompt / text,If the answer is incorrect then we will delete it,If the answer is incorrect then we will delete it,Ef svarið er vitlaust merkt þá eyðum við svarinu.,"When reviewing answer spans, users have the chance to say that the span doesnt answer the question. If they do so, they're prompted with this text",[[translation:ed3713df-4b8b-447a-b97b-e5b0bc29e399]],/,No,No
edd26d32-2fba-47af-bf38-f2e53a708482,qa-crowdsourcing-api,src/routes/api/announcement/interface.ts,qa-crowdsourcing-api/src/routes/api/announcements/interface.ts,yes,text,October,October,október,The month,[[translation:edd26d32-2fba-47af-bf38-f2e53a708482]],/,No,No
eeec7d49-6ba9-45f6-ba92-3c6d6c899ddb,qa-crowdsourcing-app,src/components/atoms/cards/AnswerItem/index,qa-crowdsourcing-app/src/components/atoms/cards/AnswerItem/index,yes,text,Think you can find it? Tap here!,Think you can find it? Tap here!,Ýttu hér til að finna svarið sjálf/ur,A user has submitted a question which another user failed to find an answer to. This text is shown to the user that asked the question.. giving them recourse if they want to find the answer them selves,[[translation:eeec7d49-6ba9-45f6-ba92-3c6d6c899ddb]],/,No,No
f1af8ed8-14f6-491d-ab60-cf24c9434138,qa-crowdsourcing-app,src/components/organisms/Users/ScoreCard/index.tsx,qa-crowdsourcing-app/src/components/organisms/Users/ScoreCard/index.tsx,maybe,title,Reviewed answers,Reviewed answers,Yfirfarin svör,"This is a part of a users ""Scorecard"" where they can see the amount of reviewed answers",[[translation:f1af8ed8-14f6-491d-ab60-cf24c9434138]],/,No,No
f1c66777-721a-4389-b680-6b74994242dd,qa-crowdsourcing-app,,,yes,text,"I pledge to play the game with integrity. I will write understandable questions, I will answer to the best of my ability and review questions and answers to the best of my ability.","I pledge to play the game with integrity. I will write understandable questions, I will answer to the best of my ability and review questions and answers to the best of my ability.","Ég heiti því að spila leikinn af heilindum. Ég mun skrifa skiljanlegar spurningar, ég mun svara eftir minni bestu getu og fara yfir spurningar og svör eftir minni bestu samvisku.",The integrity pledge itself,[[translation:f1c66777-721a-4389-b680-6b74994242dd]],,No,No
f2afc6de-75b2-4aa2-b029-c77e7cd012cc,qa-crowdsourcing-api-retag,,,yes,error,Confirmation code must be ${VERIFICATION_CODE_LENGTH} digits long.,Confirmation code must be ${VERIFICATION_CODE_LENGTH} digits long.,Staðfestingarkóði verður að vera ${VERIFICATION_CODE_LENGTH} tölur,An error message telling a user that a confirmation code needs to be _ digits long,[[translation:f2afc6de-75b2-4aa2-b029-c77e7cd012cc]],,No,No
f4d47e66-2a3b-4884-b6dc-072523624da1,qa-crowdsourcing-api,src/routes/api/announcement/interface.ts,qa-crowdsourcing-api/src/routes/api/announcements/interface.ts,yes,text,December,December,desember,The month,[[translation:f4d47e66-2a3b-4884-b6dc-072523624da1]],/,No,No
f61875f1-9689-4062-af19-f58323279e65,qa-crowdsourcing-app,,,yes,text,Today,Today,í dag,"Used for the line chart. The x-axis is time and ""today"" is used as the right most label",[[translation:f61875f1-9689-4062-af19-f58323279e65]],,No,No
f6ab86ad-bc49-4f38-b326-dac2617651b7,qa-crowdsourcing-app,,,yes,text,You keep your position on the leaderboard,You keep your position on the leaderboard,Þú heldur þínu sæti á stigatöflununi,When users complete the gaim they are given prestige tokens. In that screen they are given a list (as a multiple bullet points) that tells the user what happens after they accept the prestige tokens. This is one of those bullet points.,[[translation:f6ab86ad-bc49-4f38-b326-dac2617651b7]],,No,No
f79ee784-1409-4baa-9bb8-d99bb85ede8c,qa-crowdsourcing-app,src/components/organisms/Game/ReviewAnswer/index.tsx,qa-crowdsourcing-app/src/components/organisms/Game/ReviewAnswer/index.tsx,yes,text,Is the highlighted answer snippet too long?,Is the highlighted answer snippet too long?,Eru of mörg orð valin?,During the review answer stage a user (the reviewer) can flag the question if too many words were selected as a part of the span. NOTE: this question/prompt must be translated so that if a user responds with 'yes' then the question is a bad question and will be deleted because the aswer is too long.,[[translation:f79ee784-1409-4baa-9bb8-d99bb85ede8c]],/,No,No
f9afe8c8-ea5e-495b-a96c-0e1ab5007d44,qa-crowdsourcing-app,,,yes,text,Password (again),Password (again),Lykilorð (aftur),Text accompanying second password field during registration,[[translation:f9afe8c8-ea5e-495b-a96c-0e1ab5007d44]],,No,No
fa7a48e5-0b40-4a24-9edb-ef614c645e13,qa-crowdsourcing-app,src/components/organisms/Game/Utils/SpanSelector/index.tsx,qa-crowdsourcing-app/src/components/organisms/Game/Utils/SpanSelector/index.tsx,yes,instruction,Tap the text to choose again,Tap the text to choose again,Smelltu aftur á textann til að velja aftur,Instructions for a user if they want to select a different answer span,[[translation:fa7a48e5-0b40-4a24-9edb-ef614c645e13]],/,No,No
faceb97a-63cc-48e1-9b5b-7917546711b2,qa-crowdsourcing-api,src/models/Users/statics.ts,qa-crowdsourcing-api/src/models/Users/statics.ts,yes,error / text,Passwords need to match,Passwords need to match,Lykilorð verða að vera eins,An error shown to users when registering and the passwords don't match,[[translation:faceb97a-63cc-48e1-9b5b-7917546711b2]],/,No,No
fcf6cdd8-0f87-4fbc-b11c-5ac09432f813,qa-crowdsourcing-app,src/views/ArticleReader/index.tsx,qa-crowdsourcing-app/src/views/ArticleReader/index.tsx,yes,error / text,Unable to fetch article,Unable to fetch article,Ekki tókst að sækja grein,"Sometimes, during the google search stage, there might be an error fetching a specific article",[[translation:fcf6cdd8-0f87-4fbc-b11c-5ac09432f813]],/,No,No
fd1f418f-135f-4b13-b28b-eb6a543cc579,qa-crowdsourcing-app,src/components/organisms/Game/WriteQuestion/index.tsx,qa-crowdsourcing-app/src/components/organisms/Game/WriteQuestion/index.tsx,yes,error / text,Question must end in a question mark (?),Question must end in a question mark (?),Spurningin verður að enda á spurningarmerki,"Error shown to the user if they don't end the question with ""?""",[[translation:fd1f418f-135f-4b13-b28b-eb6a543cc579]],/,No,No
fe71a409-084d-4a8f-99fc-41f721f4a958,qa-crowdsourcing-api,src/routes/api/announcement/interface.ts,qa-crowdsourcing-api/src/routes/api/announcements/interface.ts,yes,text,May,May,maí,The month,[[translation:fe71a409-084d-4a8f-99fc-41f721f4a958]],/,No,No
feda1bfa-88a7-45bc-bd13-993a95e36c02,qa-crowdsourcing-app,,,yes,title,Community Impact,Community Impact,Leiðin að 100 þúsund,The title accompanying the linechart showing the number of questions gathered over time.,[[translation:feda1bfa-88a7-45bc-bd13-993a95e36c02]],,No,No
ffa22022-0151-47c4-bc9c-4645eef5af50,qa-crowdsourcing-app,src/routing/routes.ts,qa-crowdsourcing-app/src/routing/routes.ts,yes,title,Hiscores,Hiscores,Stigatafla,Single word (preferably) that is used as a tab in the bottom navigator to access the hiscores,[[translation:ffa22022-0151-47c4-bc9c-4645eef5af50]],/,No,No
ffa3d402-e5bd-45af-a075-499958d9feef,qa-crowdsourcing-api,src/routes/api/announcement/interface.ts,qa-crowdsourcing-api/src/routes/api/announcements/interface.ts,yes,text,April,April,apríl,The month,[[translation:ffa3d402-e5bd-45af-a075-499958d9feef]],/,No,No
